name,image_url,recipe_keys,recipe_wpp,recipe_cal,recipe_protein,recipe_carbs,recipe_fat,recipe_time,recipe_ratings,num_of_rating,recipe_share_count,recipe_summary
Shrimp Egg Rolls (Air Fryer or Baked),https://www.skinnytaste.com/wp-content/uploads/2021/06/Air-Fryer-Shrimp-Egg-Rolls-9-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Kid Friendly', 'Under 30 Minutes']",2,137,11,16,3,25 mins,4.92,23,11519,"Easy Shrimp Egg Rolls inspired by my favorite Chinese take-out only healthier, loaded with shrimp in every bite. Air fryer or baked!"
Chicken and Broccoli Stir-Fry,https://www.skinnytaste.com/wp-content/uploads/2018/05/Chicken-and-Broccoli-Stir-Fry-3-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",4,249,27,14.6,9,30 mins,4.91,128,52385,Chicken and Broccoli Stir-Fry made with lean white meat and lots of broccoli in a ginger and garlic stir-fry sauce that's an easy and quick weeknight meal or the perfect meal prep recipe for easy lunches all week long.
Lobster Roll Pasta Salad,https://www.skinnytaste.com/wp-content/uploads/2021/05/Lobster-Roll-Pasta-Salad-11-260x390.jpg,"['Kid Friendly', 'Under 30 Minutes']",6,282,23.5,34,5.5,25 mins,4.75,12,10850,"Lobster Roll Pasta Salad, inspired by one of my favorite summer sandwiches – a lobster roll – is loaded with lobster in every bite! "
Triple Berry Crisp,https://www.skinnytaste.com/wp-content/uploads/2011/07/Triple-Berry-Crisp_11-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",6,152,2,29.5,4.5,55 mins,5,15,5700,"When summer berries are at their peak, make this warm berry crisp and enjoy it with a scoop of frozen yogurt or whipped cream. "
Air Fryer Chicken Sandwich with Sriracha Mayo,https://www.skinnytaste.com/wp-content/uploads/2021/05/air-fryer-chicken-sandwich-21-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly']",5,334,35,31,8,6 hrs 33 mins,4.66,110,54569,"This spicy, Air Fryer Chicken Sandwich inspired by Chick-fil-a is made with lean chicken breast brined in pickle juice and buttermilk, served with pickles and sriracha mayo – SO good!"
Ambrosia Fruit Salad,https://www.skinnytaste.com/wp-content/uploads/2009/05/Ambrosia-Salad-1-2-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,163,1.5,26,7,15 mins,5,9,4459,"This lighter Ambrosia Salad, full of fresh fruit, whipped cream, walnuts, and marshmallows, is the perfect Spring or Summer dessert."
"Quinoa Salad with Kale, Cranberries and Mint",https://www.skinnytaste.com/wp-content/uploads/2021/05/Quinoa-Salad-with-Kale-Cranberries-and-Mint-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",5,191,5,30,6,25 mins,5,4,2077,"This healthy Quinoa Salad with Kale, Cranberries and Mint is perfect for bringing to a potluck or serving with anything you’re grilling."
Watermelon Feta Salad,https://www.skinnytaste.com/wp-content/uploads/2020/07/Watermelon-Feta-Salad-7-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,85,3.5,9.5,4,15 mins,5,4,5088,"This easy Watermelon Feta Salad, made with only four ingredients, is a summer staple at your next summer BBQ!"
Oatmeal Berry Smoothie Bowl,https://www.skinnytaste.com/wp-content/uploads/2021/05/Oatmeal-Berry-Smoothie-Bowl-8-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",1,154,3,33.5,2,10 mins,5,10,3787,"When you want oatmeal AND a smoothie bowl, try this delicious Oatmeal Berry Smoothie Bowl made with oats, frozen berries and bananas."
Skillet Cajun Spiced Fish with Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2012/03/Skillet-Flounder-with-Tomatoes-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Paleo', 'Under 30 Minutes']",0,206,33,10,4,25 mins,4.66,49,10179,"Cajun spices, tomatoes, onions and peppers give any white fish extra pizazz and a little kick. Super easy and quick!"
Bisteces a la Mexicana (Mexican Style Beef Stew),https://www.skinnytaste.com/wp-content/uploads/2021/05/Bistecas-a-la-Mexicana-8-260x390.jpg,"['Dairy Free', 'Gluten Free']",4,227,24,5.5,11.5,1 hr 55 mins,4.89,42,16547,"Bisteces a la Mexicana is a flavorful Mexican-style beef stew that cooks on low heat with tomatoes, jalapenos, onion, and Mexican herbs and spices."
Cheeseburger Crunch Wrap,https://www.skinnytaste.com/wp-content/uploads/2021/05/Cheeseburger-Crunch-Wrap-11-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",12,354,33,22,18.5,20 mins,4.83,34,14934,"This Cheeseburger Crunch Wrap is so easy, stuffed with classic burger ingredients and wrapped in a crunchy tortilla. Use any burger meat you wish here!"
Salmon Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2020/12/Salmon-Fried-Rice-3-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",4,408,34,28,17.5,25 mins,5,20,5322,This quick Salmon Fried Rice for one is made with with frozen brown rice and riced cauliflower for a quick meal you can whip up for lunch or dinner. 
Quick and Delicioso Cuban Style Black Beans,https://www.skinnytaste.com/wp-content/uploads/2011/01/Cuban-Black-Beans-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",1,114,7,20,3,25 mins,4.76,87,15310,"These are my go-to Cuban Style Black Beans when I want a quick side dish from canned beans to go with rice and steak, pernil, chicken and more."
Strawberries and Yogurt Whipped Cream,https://www.skinnytaste.com/wp-content/uploads/2021/04/Strawberries-and-Yogurt-Whipped-Cream-10-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",6,125,2.5,13,7.5,15 mins,5,6,2955,This lighter Strawberries and Cream folds Greek yogurt right into the whipped cream for a healthier (and yummier) spin on the classic!
Low-Yolk Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2011/04/Half-Yolk-Egg-Salad-3-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",1,122,9.5,2,7.6,25 mins,5,6,3038,"This easy, low-yolk egg salad is made with a mix of whole eggs and egg whites with a little mayo and scallions. Serve this on your favorite whole grain bread, in a wrap or lettuce wrap."
Air Fryer Bacon Wrapped Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2021/04/Bacon-Wrapped-Pork-Loin-7-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",3,153,26.5,0.5,4,30 mins,4.83,39,12664,This quick and simple Bacon-Wrapped Pork Tenderloin cooked in the air fryer is perfect for weeknight dinners and packed with so much flavor!
Spanish Tortilla with Pimenton Aioli,https://www.skinnytaste.com/wp-content/uploads/2021/03/Spanish-Tortilla_new-8-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals']",5,247,9,21.5,14.5,1 hr 15 mins,4.75,12,4249,"Spanish Tortilla with Pimenton Aioli is a layered potato and egg open-faced omelet. Serve it as an appetizer, snack, or main for breakfast/brunch or a light dinner."
Turkey Picadillo,https://www.skinnytaste.com/wp-content/uploads/2010/02/Turkey-Picadillo-8-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes', 'Whole30 Recipes']",6,238,29,7.5,11,30 mins,4.91,50,7754,"Turkey Picadillo is a lighter alternative to my favorite Cuban beef picadillo recipe only much leaner, and made with ground turkey instead."
"Farro Salad with Feta, Cucumbers and Sun Dried Tomatoes",https://www.skinnytaste.com/wp-content/uploads/2012/05/Farro-with-Feta-Cucumbers-and-Sun-Dried-Tomatoes-6-260x390.jpg,"['Under 30 Minutes', 'Vegetarian Meals']",6,241,9,39,6.5,30 mins,4.90,29,8834,"This farro salad is made with Mediterranean ingredients – cucumbers, tomatoes, lemon juice, feta, and mint – delicious as a side dish or even for lunch!"
Easy (10-minute) Waffled Salmon Cakes,https://www.skinnytaste.com/wp-content/uploads/2021/04/Waffled-Salmon-Cakes-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes']",2,169,22,5.5,6.5,15 mins,4.91,40,8821,"These easy waffled Salmon Cakes, made with pantry and refrigerator staples are cooked in a waffle maker – only 10 minutes from start to finish! "
Mother’s Day Gift Ideas,https://www.skinnytaste.com/wp-content/uploads/2021/04/IMG_3527-260x390.jpg,[],,,,,,,0,0,,
Coconut-Poached Chicken with Bok Choy and Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2021/04/Coconut-Simmered-Chicken-with-Bok-Choy-and-Mushrooms-8-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Under 30 Minutes', 'Whole30 Recipes']",3,321,42,12,12,30 mins,4.55,37,5117,"Coconut-Poached Chicken with Bok Choy and Mushrooms served with a cucumber sesame salad is SO simple, fast and flavorful."
Italian Ground Turkey Meatball Sheet Pan Dinner,https://www.skinnytaste.com/wp-content/uploads/2021/04/Italian-Turkey-Meatball-Sheet-Pan-Dinner-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes']",6,292,27.5,14,14,1 hr,4.85,26,7330,Italian Turkey Meatball Sheet Pan Dinner made with the most tender turkey meatballs and roasted vegetables for an easy one-pot meal.
Ahi Tuna Poke Stacks,https://www.skinnytaste.com/wp-content/uploads/2021/04/Ahi-Tuna-Poke-Rice-Stacks-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",9,561,48.5,37.5,24.5,20 mins,5,4,6283,"Ahi Tuna Poke Rice Stacks with layers of chunks of sushi-grade tuna, avocado, cucumbers, spicy mayo, and rice layered in fun easy stacks."
Navel Orange Salad with Avocado,https://www.skinnytaste.com/wp-content/uploads/2021/03/Naval-Orange-Salad-with-Avocado-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",7,278.5,3,24,20,15 mins,4.96,24,7608,This Navel Orange Salad with Avocados and a Citrus Vinaigrette is a simple yet delicious salad bursting with orange flavor. 
Asparagus and Feta Tartlet with Phyllo Crust,https://www.skinnytaste.com/wp-content/uploads/2021/03/Asparagus-Tart-6-260x390.jpg,['Vegetarian Meals'],2,91,4.5,7.5,5,50 mins,4.62,13,7724,"These Asparagus and Feta Tartlets with Phyllo Crust are so easy to make – the perfect Spring appetizer, brunch, or lunch dish!"
Spring Pea Soup with Fresh Herbs,https://www.skinnytaste.com/wp-content/uploads/2021/03/Spring-Pea-and-Fresh-Herbs-Soup-7-260x390.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",2,160,6.5,20.5,6,15 mins,4.89,9,2950,This Spring Pea and Fresh Herbs Soup with mint and tarragon is finished with a lemony yogurt topping.
Protein PB & J Smoothie Bowl,https://www.skinnytaste.com/wp-content/uploads/2021/03/PB-_-J-Smoothie-Bowl-7-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",4,268,14.5,30.5,11,5 mins,4.73,29,9720,"This Protein PB & J Smoothie Bowl tastes like peanut butter and jelly in a bowl. Packed with protein, it’s the perfect start to your day!"
Layered Potato Cups with Spring Herbs and Leeks,https://www.skinnytaste.com/wp-content/uploads/2021/03/Spring-Herbs-Leeks-Goat-Cheese-and-Potato-Cups-6-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",5,171,6,31,3.5,1 hr,4.86,14,4899,These Layered Potato Cups with Spring Herbs and Leeks are an impressive side dish for special occasions but simple enough to make for everyday meals.
Spicy Crunchy Tuna Tartare,https://www.skinnytaste.com/wp-content/uploads/2010/08/Spicy-Crunchy-Tuna-Tartare-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb', 'Under 30 Minutes']",3,197.6,18.6,7.9,10.3,15 mins,5,4,2825,"Spicy Crunchy Tuna Tartare is my favorite restaurant appetizer that's so easy to make yourself and will impress your guests! Made with tuna, avocado and some panko for crunch."
One-Pot Chicken and Artichoke Cavatappi,https://www.skinnytaste.com/wp-content/uploads/2021/03/One-Pot-Chicken-and-Artichoke-Cavatappi-8-260x390.jpg,['Under 30 Minutes'],6,428,39,56.5,5,45 mins,4.75,77,36588,"This One-Pot Chicken and Artichoke Cavatappi with kale and sun-dried tomatoes, flavored with lemon juice, garlic, and oregano, is bursting with flavor."
Spanakopita Baked Eggs,https://www.skinnytaste.com/wp-content/uploads/2021/03/SPANAKOPITA-26-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Vegetarian Meals', 'Whole30 Recipes']",3,198,15,13.5,11,35 mins,4.75,8,4637,"These Baked Eggs are inspired by the Greek spinach pie Spanakopita Baked Eggs using the same flavorful spinach filling, cooked with onions, fresh dill, and feta as a base only baked with eggs."
Cuban Picadillo,https://www.skinnytaste.com/wp-content/uploads/2017/01/Instant-Pot-Picadillo-2-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Whole30 Recipes']",5,207,25,5,8.5,35 mins,4.82,102,19267,"This Cuban Picadillo recipe is my family's favorite! It's really quick and easy to make, I make it a few times a month and make enough so we have leftovers!"
Cacio e Pepe Frittata with Cauliflower and Lemony Yogurt,https://www.skinnytaste.com/wp-content/uploads/2021/03/Cacio-e-Pepe-Frittata-9-260x390.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes', 'Vegetarian Meals']",5,277,20,5.5,18.5,1 hr,5,26,6249,"This creamy and delicious Cacio e Pepe Frittata is a fun twist on the Italian classic pasta dish. A protein- packed breakfast, lunch or dinner."
Hearts of Palm Noodle Peanut Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2021/03/Hearts-of-Palm-Noodle-Peanut-Stir-Fry-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",7,414,17,26.5,26.5,15 mins,4.86,35,5258,"This easy, vegetarian Hearts of Palm Noodle Peanut Stir Fry for one is made with a spicy peanut sauce, spinach, and egg – under 15 minutes and so good!"
Flaugnarde of Mixed Berries (Clafoutis),https://www.skinnytaste.com/wp-content/uploads/2011/08/Flaugnarde-of-Mixed-Berries-Clafoutis-6-260x390.jpg,"['Kid Friendly', 'Vegetarian Meals']",7,167.5,4.4,33,2.3,1 hr,4.79,23,11712,"This warm berry custard called a Flaugnarde, similar to clafoutis, may sound fancy, but you won’t believe how easy it is to whip up! "
High Protein Oat Waffles,https://www.skinnytaste.com/wp-content/uploads/2021/03/High-Protein-Waffles-10-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,121,8.5,12,4.5,15 mins,4.88,72,9136,"These high protein waffles are made with cottage cheese, oat flour and eggs. So good you'll never make them any other way!"
Pork Chops and Pears with Spicy Mustard Greens,https://www.skinnytaste.com/wp-content/uploads/2021/03/Pork-Chops-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",7,372,39,12.5,17.5,25 mins,4.25,8,1985,Juicy pork chops are topped with pears in an orange-sage sauce and served with spicy mustard greens for a healthy dinner.
Air Fryer Lobster Jalapeño Empanadas,https://www.skinnytaste.com/wp-content/uploads/2021/03/Air-Fryer-Lobster-Jalapeño-Empanadas-11-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Kid Friendly', 'Under 30 Minutes']",5,165,9.5,21.5,5,30 mins,0,0,3543,These spicy Air Fryer Lobster Jalapeño Empanadas are crispy and golden perfection without all the oil used in deep frying.
“Fried” Oreos,https://www.skinnytaste.com/wp-content/uploads/2021/03/Fried-Oreos-1-260x390.jpg,"['Kid Friendly', 'Under 30 Minutes']",,107,3,16,3.5,15 mins,5,4,2607,"These quick and easy, “Fried” Oreos made with protein pancake batter and Oreo Thins are the perfect light treat when you're craving something sweet!"
"Salmon Salad with Beets, Arugula, Pistachios and Pomegranates",https://www.skinnytaste.com/wp-content/uploads/2021/02/Salmon-Beet-and-Arugula-Salad-7-260x390.jpg,['Under 30 Minutes'],,437,33.5,18,26.5,30 mins,5,9,2983,This beautiful heart-healthy salad makes salmon filets a focal point nestled atop the colorful salad with many textures.
Beef Negimaki Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,251,28.5,14,7.5,20 mins,4.74,15,2936,Beef Negimaki Stir Fry deconstructs beef negimaki (Japanese meat sushi) and serves it with green beans to make it a stir fry main dish. 
Greek Yogurt Caesar Salad Dressing,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes']",1,91,6,2.5,6.5,5 mins,4.78,35,7719,"Creamy Greek Yogurt Caesar Salad Dressing is made with classic ingredients like Parmesan cheese, lemon and anchovies, lightened up with Greek yogurt."
Sheet Pan Teriyaki Salmon and Vegetables,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",4,326,27,17,17,35 mins,4.94,65,18550,"This easy, delicious Sheet Pan Teriyaki Salmon and Vegetables (I seriously devoured this, it was THAT good) is made all on one sheet pan and ready in 20 minutes! "
Cheesy Eggplant Gnocchi Caprese,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",12,436,15,66,11,25 mins,4.74,53,12522,"Cheesy Eggplant Gnocchi Caprese is made with diced eggplant simmered in a garlicky tomato sauce with gnocchi, spinach, melted bites of fresh mozzarella and fresh basil. "
Buffalo Chickpea Salad,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",1,182,8.5,27,5,30 mins,4.91,20,7712,"Buffalo Chickpea Salad is a spicy chickpea salad with all the flavors of buffalo wings, only meatless, perfect for lunch!"
One-Pot Spaghetti Puttanesca,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Under 30 Minutes']",8,293,9,48,7,20 mins,4.83,28,5686,"One-Pot Spaghetti Puttanesca is full of big, bold flavors from the anchovies, Kalamata olives, and capers – the trifecta for a winning puttanesca."
Cottage Cheese Egg and Sausage Frittata,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-260x390.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes']",3,233,21.5,2,15,30 mins,4.95,50,16197,"This protein-packed Cottage Cheese Egg Bake with spinach and chicken sausage is filling and delicious. Enjoy for breakfast, lunch, or dinner with a salad and some crusty bread."
Peanut-Braised Chicken Breasts,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Meal Prep Recipes']",4,365,45,14,15,50 mins,4.53,59,9904,"Peanut-Braised Chicken Breasts cook in an Asian-inspired gingery, slightly spicy peanut sauce served with a limey cabbage carrot salad."
Instant Pot Braised Beef,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Pressure Cooker Recipes']",12,255,36,5.5,10,1 hr 40 mins,4.75,51,12107,Instant Pot Braised Beef spiced with fragrant spices cooks in a fraction of the time in the pressure cooker. Perfect for everything from rice bowls and tacos to enchiladas.
Baked Sweet Potato Egg Cups,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",2,132,8,10,6.5,35 mins,4.65,37,71243,"Baked Sweet Potato and Egg Cups are a delicious and nutritious breakfast made with grated sweet potatoes, eggs and spices baked in a muffin tin."
Air Fryer Buffalo Chicken Zucchini Skins,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes']",1,80,9.5,3.5,3,25 mins,5,13,12328,You won’t miss the carbs in these low-carb zucchini skins loaded with buffalo chicken and cheese made in the air fryer!
Orange Moscow Mule Mocktail,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",4,104,1,27,,5 mins,5,9,2980,"This Orange Moscow Mule Mocktail is delicious, perfect if you want a grown up adult cocktail without the alcohol."
Shrimp Dumpling Lettuce Wraps or Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",2,201,25.5,9.5,6.5,20 mins,4.75,32,12982,This Shrimp Dumpling Lettuce Wraps or Rice Bowls recipe takes the shrimp dumpling filling and adds it into lettuce wraps or rice bowls – so good either way!
Savory Cottage Cheese Bowl,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",3,221,25,19,8,5 mins,4.99,66,21919,This Savory Cottage Cheese Bowl topped with veggies and pistachios is a protein-packed breakfast that will keep you full all morning.
What are Macros?,https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S-260x390.jpg,[],,,,,,,0,0,3273,
Zero-Proof Jalapeño Paloma,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",2,66,0.5,17,,5 mins,5,6,2766,Zero-Proof Jalapeno Paloma is the perfect grapefruit mocktail if you’re cutting back on alcohol or doing a dry challenge but want to have an adult beverage.
"Baby Greens with Goat Cheese, Beets and Candied Pecans",https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-260x390.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",11,267,7,19,19.5,10 mins,4.85,13,5319,"Beet and creamy goat cheese salad with crunchy, sweet pecans with a honey balsamic vinaigrette is like a symphony in your mouth. This salad will make you look like a culinary whiz!"
Instant Pot Baked Ziti,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-260x390.jpg,"['Kid Friendly', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",10,452,24,64,12.5,24 mins,4.81,111,12889,Instant Pot Baked Ziti is an easy one pot meal made with whole wheat pasta and spinach. Perfect meatless main dish for the family!
Shrimp and Andouille Sheet Pan Dinner,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb']",6,374,38,18,18,40 mins,4.98,47,15658,"Shrimp and Andouille Sheet Pan Dinner with broccoli, mushrooms, bell pepper, onion, and celery seasoned with Cajun spices for a light and easy sheet pan meal."
High Protein Bread (Oat Sandwich Rolls),https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",5,135.5,10.5,18,3,30 mins,4.38,79,13167,High Protein Sandwich Bread (Oat Sandwich Rolls) made with oat flour and cottage cheese are high in fiber and easy to make with just five ingredients!
Harissa Chicken Meatballs,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Whole30 Recipes']",7,290,22,12.5,20.5,45 mins,4.48,19,4831,"These Harissa Chicken Meatballs are a fun twist on meatballs. Plus, they’re low- carb, grain-free, and gluten-free since I use cauliflower rice instead of breadcrumbs."
House Special Fried Rice Recipe,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-260x390.jpg,"['Dairy Free', 'Kid Friendly']",7,432,35,40.5,14,35 mins,5,26,13731,"House Special Fried Rice is the perfect one-pot dish– made with a combo of frozen brown rice and cauliflower rice and loaded with chicken, shrimp, steak, and eggs for mega protein."
Quick Shrimp Pho with Vegetables,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,233,30.5,19.5,2.5,1 hr,4.91,44,13397,"This Shrimp Pho with Vegetables (Vietnamese Noodle Soup) makes smart use of scraps, so you can make a shortcut stock that tastes like it spent all day simmering while also having zero waste."
Air Fryer Nacho Fries,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,146,5,31.5,1,45 mins,5,3,5233,"Nacho Fries seasoned with chili powder, paprika, garlic powder, salt, and Parmesan cheese are cooked to crispy perfection in the air fryer."
Carne en Bistec – Colombian Steak with Onions and Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Whole30 Recipes']",6,188,25.2,3,7.2,25 mins,4.88,55,11897,"Beef lovers, you'll love this quick Colombian Carne en Bistec steak dish cooked with onions, tomatoes and cumin. "
Salmon Coconut Curry with Spinach and Chickpeas,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",4,453,41,23.5,20,25 mins,4.92,56,7266,Seared salmon with spinach and chickpeas in a creamy coconut curry sauce is an easy one-pot meal that cooks in under 20 minutes!
